id,operation,arg1,arg2,result
0,sin,0.033000000000000,0.000000000000000,0.032994010826120
1,pow,0.036000000000000,0.000000000000000,1.000000000000000
2,sin,0.043000000000000,0.000000000000000,0.042986750058350
3,pow,0.035000000000000,1.000000000000000,0.035000000000000
4,sin,0.042000000000000,0.000000000000000,0.041987653089048
5,pow,0.049000000000000,1.000000000000000,0.049000000000000
6,sin,0.012000000000000,0.000000000000000,0.011999712002074
7,pow,0.027000000000000,2.000000000000000,0.000729000000000
8,sin,0.009000000000000,0.000000000000000,0.008999878500492
9,pow,0.013000000000000,1.000000000000000,0.013000000000000
10,pow,0.026000000000000,1.000000000000000,0.026000000000000
11,sqrt,0.015000000000000,0.000000000000000,0.122474487139159
12,pow,0.036000000000000,2.000000000000000,0.001296000000000
13,pow,0.018000000000000,0.000000000000000,1.000000000000000
14,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
15,pow,0.032000000000000,2.000000000000000,0.001024000000000
16,sqrt,0.012000000000000,0.000000000000000,0.109544511501033
17,sin,0.040000000000000,0.000000000000000,0.039989334186634
18,sqrt,0.035000000000000,0.000000000000000,0.187082869338697
19,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
20,sqrt,0.002000000000000,0.000000000000000,0.044721359549996
21,pow,0.023000000000000,1.000000000000000,0.023000000000000
22,sqrt,0.008000000000000,0.000000000000000,0.089442719099992
23,pow,0.019000000000000,0.000000000000000,1.000000000000000
24,sqrt,0.043000000000000,0.000000000000000,0.207364413533277
25,sin,0.022000000000000,0.000000000000000,0.021998225376280
26,sqrt,0.042000000000000,0.000000000000000,0.204939015319192
27,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
28,pow,0.006000000000000,1.000000000000000,0.006000000000000
29,sqrt,0.021000000000000,0.000000000000000,0.144913767461894
30,sin,0.023000000000000,0.000000000000000,0.022997972220302
31,pow,0.019000000000000,2.000000000000000,0.000361000000000
32,sqrt,0.037000000000000,0.000000000000000,0.192353840616713
33,sin,0.048000000000000,0.000000000000000,0.047981570123250
34,sqrt,0.020000000000000,0.000000000000000,0.141421356237310
35,sqrt,0.026000000000000,0.000000000000000,0.161245154965971
36,sin,0.013000000000000,0.000000000000000,0.012999633836427
37,sqrt,0.041000000000000,0.000000000000000,0.202484567313166
38,sin,0.030000000000000,0.000000000000000,0.029995500202496
39,sqrt,0.006000000000000,0.000000000000000,0.077459666924148
40,pow,0.024000000000000,2.000000000000000,0.000576000000000
41,sin,0.023000000000000,0.000000000000000,0.022997972220302
42,pow,0.020000000000000,1.000000000000000,0.020000000000000
43,pow,0.031000000000000,0.000000000000000,1.000000000000000
44,pow,0.025000000000000,2.000000000000000,0.000625000000000
45,sin,0.027000000000000,0.000000000000000,0.026996719619572
46,pow,0.036000000000000,2.000000000000000,0.001296000000000
47,sqrt,0.012000000000000,0.000000000000000,0.109544511501033
48,pow,0.029000000000000,1.000000000000000,0.029000000000000
49,sqrt,0.007000000000000,0.000000000000000,0.083666002653408
50,sin,0.046000000000000,0.000000000000000,0.045983779049605
51,sqrt,0.032000000000000,0.000000000000000,0.178885438199983
52,pow,0.024000000000000,0.000000000000000,1.000000000000000
53,sqrt,0.014000000000000,0.000000000000000,0.118321595661992
54,pow,0.017000000000000,2.000000000000000,0.000289000000000
55,sin,0.045000000000000,0.000000000000000,0.044984814037660
56,sin,0.043000000000000,0.000000000000000,0.042986750058350
57,pow,0.000000000000000,1.000000000000000,0.000000000000000
58,sin,0.008000000000000,0.000000000000000,0.007999914666940
59,pow,0.026000000000000,2.000000000000000,0.000676000000000
60,pow,0.038000000000000,0.000000000000000,1.000000000000000
61,sqrt,0.014000000000000,0.000000000000000,0.118321595661992
62,pow,0.001000000000000,2.000000000000000,0.000001000000000
63,sqrt,0.049000000000000,0.000000000000000,0.221359436211787
64,pow,0.032000000000000,0.000000000000000,1.000000000000000
65,sin,0.003000000000000,0.000000000000000,0.002999995500002
66,pow,0.018000000000000,1.000000000000000,0.018000000000000
67,sin,0.012000000000000,0.000000000000000,0.011999712002074
68,sqrt,0.026000000000000,0.000000000000000,0.161245154965971
69,sqrt,0.044000000000000,0.000000000000000,0.209761769634030
70,sin,0.039000000000000,0.000000000000000,0.038990114251841
71,pow,0.026000000000000,0.000000000000000,1.000000000000000
72,sin,0.020000000000000,0.000000000000000,0.019998666693333
73,sqrt,0.045000000000000,0.000000000000000,0.212132034355964
74,sin,0.017000000000000,0.000000000000000,0.016999181178499
75,sqrt,0.001000000000000,0.000000000000000,0.031622776601684
76,sin,0.047000000000000,0.000000000000000,0.046982698077775
77,sqrt,0.002000000000000,0.000000000000000,0.044721359549996
78,sin,0.017000000000000,0.000000000000000,0.016999181178499
79,sqrt,0.042000000000000,0.000000000000000,0.204939015319192
80,sin,0.002000000000000,0.000000000000000,0.001999998666667
81,sqrt,0.006000000000000,0.000000000000000,0.077459666924148
82,pow,0.034000000000000,1.000000000000000,0.034000000000000
83,sqrt,0.030000000000000,0.000000000000000,0.173205080756888
84,pow,0.036000000000000,1.000000000000000,0.036000000000000
85,sqrt,0.015000000000000,0.000000000000000,0.122474487139159
86,pow,0.039000000000000,1.000000000000000,0.039000000000000
87,sqrt,0.019000000000000,0.000000000000000,0.137840487520902
88,pow,0.040000000000000,0.000000000000000,1.000000000000000
89,sin,0.001000000000000,0.000000000000000,0.000999999833333
90,sin,0.017000000000000,0.000000000000000,0.016999181178499
91,pow,0.047000000000000,2.000000000000000,0.002209000000000
92,sin,0.031000000000000,0.000000000000000,0.030995035071904
93,pow,0.025000000000000,0.000000000000000,1.000000000000000
94,sqrt,0.031000000000000,0.000000000000000,0.176068168616590
95,pow,0.017000000000000,1.000000000000000,0.017000000000000
96,sqrt,0.047000000000000,0.000000000000000,0.216794833886788
97,pow,0.003000000000000,0.000000000000000,1.000000000000000
98,pow,0.015000000000000,1.000000000000000,0.015000000000000
99,sqrt,0.033000000000000,0.000000000000000,0.181659021245850
100,sin,0.027000000000000,0.000000000000000,0.026996719619572
101,sqrt,0.028000000000000,0.000000000000000,0.167332005306815
102,sqrt,0.021000000000000,0.000000000000000,0.144913767461894
103,sin,0.032000000000000,0.000000000000000,0.031994538946280
104,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
105,sin,0.003000000000000,0.000000000000000,0.002999995500002
106,pow,0.019000000000000,2.000000000000000,0.000361000000000
107,sqrt,0.019000000000000,0.000000000000000,0.137840487520902
108,sin,0.020000000000000,0.000000000000000,0.019998666693333
109,pow,0.018000000000000,1.000000000000000,0.018000000000000
110,sqrt,0.015000000000000,0.000000000000000,0.122474487139159
111,sin,0.040000000000000,0.000000000000000,0.039989334186634
112,pow,0.049000000000000,0.000000000000000,1.000000000000000
113,sin,0.018000000000000,0.000000000000000,0.017999028015746
114,pow,0.045000000000000,2.000000000000000,0.002025000000000
115,sin,0.001000000000000,0.000000000000000,0.000999999833333
116,pow,0.021000000000000,2.000000000000000,0.000441000000000
117,sin,0.029000000000000,0.000000000000000,0.028995935337589
118,sqrt,0.023000000000000,0.000000000000000,0.151657508881031
119,sqrt,0.028000000000000,0.000000000000000,0.167332005306815
120,sin,0.041000000000000,0.000000000000000,0.040988514132096
121,pow,0.038000000000000,2.000000000000000,0.001444000000000
122,sin,0.043000000000000,0.000000000000000,0.042986750058350
123,sqrt,0.000000000000000,0.000000000000000,0.000000000000000
124,pow,0.000000000000000,2.000000000000000,0.000000000000000
125,sin,0.014000000000000,0.000000000000000,0.013999542671149
126,sqrt,0.024000000000000,0.000000000000000,0.154919333848297
127,pow,0.014000000000000,2.000000000000000,0.000196000000000
128,sin,0.006000000000000,0.000000000000000,0.005999964000065
129,sqrt,0.043000000000000,0.000000000000000,0.207364413533277
130,pow,0.041000000000000,2.000000000000000,0.001681000000000
131,sin,0.015000000000000,0.000000000000000,0.014999437506328
132,sqrt,0.009000000000000,0.000000000000000,0.094868329805051
133,pow,0.036000000000000,1.000000000000000,0.036000000000000
134,sqrt,0.037000000000000,0.000000000000000,0.192353840616713
135,pow,0.028000000000000,2.000000000000000,0.000784000000000
136,sqrt,0.007000000000000,0.000000000000000,0.083666002653408
137,pow,0.024000000000000,1.000000000000000,0.024000000000000
138,sqrt,0.008000000000000,0.000000000000000,0.089442719099992
139,pow,0.045000000000000,2.000000000000000,0.002025000000000
140,pow,0.035000000000000,1.000000000000000,0.035000000000000
141,sin,0.001000000000000,0.000000000000000,0.000999999833333
142,pow,0.018000000000000,2.000000000000000,0.000324000000000
143,sin,0.043000000000000,0.000000000000000,0.042986750058350
144,pow,0.011000000000000,0.000000000000000,1.000000000000000
145,sqrt,0.037000000000000,0.000000000000000,0.192353840616713
146,sin,0.029000000000000,0.000000000000000,0.028995935337589
147,sin,0.013000000000000,0.000000000000000,0.012999633836427
148,pow,0.026000000000000,1.000000000000000,0.026000000000000
149,sin,0.013000000000000,0.000000000000000,0.012999633836427
150,sin,0.038000000000000,0.000000000000000,0.037990855326937
151,pow,0.006000000000000,1.000000000000000,0.006000000000000
152,sin,0.004000000000000,0.000000000000000,0.003999989333342
153,sin,0.018000000000000,0.000000000000000,0.017999028015746
154,pow,0.028000000000000,0.000000000000000,1.000000000000000
155,sqrt,0.043000000000000,0.000000000000000,0.207364413533277
156,pow,0.017000000000000,2.000000000000000,0.000289000000000
157,sin,0.019000000000000,0.000000000000000,0.018998856853967
158,sin,0.020000000000000,0.000000000000000,0.019998666693333
159,sin,0.033000000000000,0.000000000000000,0.032994010826120
160,sin,0.040000000000000,0.000000000000000,0.039989334186634
161,pow,0.024000000000000,0.000000000000000,1.000000000000000
162,pow,0.022000000000000,2.000000000000000,0.000484000000000
163,sqrt,0.046000000000000,0.000000000000000,0.214476105895272
164,sqrt,0.005000000000000,0.000000000000000,0.070710678118655
165,sin,0.049000000000000,0.000000000000000,0.048980394187159
166,sqrt,0.039000000000000,0.000000000000000,0.197484176581315
167,sin,0.004000000000000,0.000000000000000,0.003999989333342
168,pow,0.044000000000000,0.000000000000000,1.000000000000000
169,sin,0.019000000000000,0.000000000000000,0.018998856853967
170,pow,0.032000000000000,0.000000000000000,1.000000000000000
171,sin,0.014000000000000,0.000000000000000,0.013999542671149
172,pow,0.047000000000000,0.000000000000000,1.000000000000000
173,sqrt,0.036000000000000,0.000000000000000,0.189736659610103
174,pow,0.004000000000000,2.000000000000000,0.000016000000000
175,sin,0.005000000000000,0.000000000000000,0.004999979166693
176,pow,0.022000000000000,0.000000000000000,1.000000000000000
177,sqrt,0.011000000000000,0.000000000000000,0.104880884817015
178,pow,0.043000000000000,1.000000000000000,0.043000000000000
179,sqrt,0.018000000000000,0.000000000000000,0.134164078649987
180,pow,0.040000000000000,1.000000000000000,0.040000000000000
181,sqrt,0.011000000000000,0.000000000000000,0.104880884817015
182,pow,0.010000000000000,0.000000000000000,1.000000000000000
183,sin,0.049000000000000,0.000000000000000,0.048980394187159
184,sqrt,0.001000000000000,0.000000000000000,0.031622776601684
185,pow,0.011000000000000,0.000000000000000,1.000000000000000
186,sin,0.028000000000000,0.000000000000000,0.027996341476750
187,sqrt,0.005000000000000,0.000000000000000,0.070710678118655
188,pow,0.020000000000000,2.000000000000000,0.000400000000000
189,pow,0.022000000000000,2.000000000000000,0.000484000000000
190,sin,0.044000000000000,0.000000000000000,0.043985804040905
191,pow,0.008000000000000,1.000000000000000,0.008000000000000
192,pow,0.008000000000000,2.000000000000000,0.000064000000000
193,sqrt,0.026000000000000,0.000000000000000,0.161245154965971
194,sin,0.032000000000000,0.000000000000000,0.031994538946280
195,sin,0.000000000000000,0.000000000000000,0.000000000000000
196,sqrt,0.024000000000000,0.000000000000000,0.154919333848297
197,sin,0.036000000000000,0.000000000000000,0.035992224503869
198,sqrt,0.002000000000000,0.000000000000000,0.044721359549996
199,pow,0.037000000000000,0.000000000000000,1.000000000000000
200,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
201,sin,0.049000000000000,0.000000000000000,0.048980394187159
202,pow,0.000000000000000,2.000000000000000,0.000000000000000
203,sin,0.023000000000000,0.000000000000000,0.022997972220302
204,pow,0.031000000000000,0.000000000000000,1.000000000000000
205,sin,0.030000000000000,0.000000000000000,0.029995500202496
206,pow,0.033000000000000,2.000000000000000,0.001089000000000
207,sin,0.010000000000000,0.000000000000000,0.009999833334167
208,sqrt,0.021000000000000,0.000000000000000,0.144913767461894
209,sin,0.031000000000000,0.000000000000000,0.030995035071904
210,sqrt,0.049000000000000,0.000000000000000,0.221359436211787
211,pow,0.013000000000000,1.000000000000000,0.013000000000000
212,sqrt,0.009000000000000,0.000000000000000,0.094868329805051
213,pow,0.023000000000000,1.000000000000000,0.023000000000000
214,sqrt,0.018000000000000,0.000000000000000,0.134164078649987
215,pow,0.040000000000000,1.000000000000000,0.040000000000000
216,sqrt,0.026000000000000,0.000000000000000,0.161245154965971
217,pow,0.016000000000000,2.000000000000000,0.000256000000000
218,sqrt,0.040000000000000,0.000000000000000,0.200000000000000
219,pow,0.040000000000000,2.000000000000000,0.001600000000000
220,sqrt,0.026000000000000,0.000000000000000,0.161245154965971
221,pow,0.042000000000000,0.000000000000000,1.000000000000000
222,sqrt,0.007000000000000,0.000000000000000,0.083666002653408
223,sin,0.046000000000000,0.000000000000000,0.045983779049605
224,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
225,sqrt,0.018000000000000,0.000000000000000,0.134164078649987
226,sin,0.037000000000000,0.000000000000000,0.036991558411181
227,sqrt,0.012000000000000,0.000000000000000,0.109544511501033
228,sin,0.048000000000000,0.000000000000000,0.047981570123250
229,pow,0.045000000000000,0.000000000000000,1.000000000000000
230,sin,0.009000000000000,0.000000000000000,0.008999878500492
231,sin,0.009000000000000,0.000000000000000,0.008999878500492
232,sqrt,0.022000000000000,0.000000000000000,0.148323969741913
233,sqrt,0.042000000000000,0.000000000000000,0.204939015319192
234,sin,0.037000000000000,0.000000000000000,0.036991558411181
235,sqrt,0.006000000000000,0.000000000000000,0.077459666924148
236,pow,0.036000000000000,2.000000000000000,0.001296000000000
237,sqrt,0.013000000000000,0.000000000000000,0.114017542509914
238,pow,0.022000000000000,1.000000000000000,0.022000000000000
239,sqrt,0.005000000000000,0.000000000000000,0.070710678118655
240,pow,0.019000000000000,1.000000000000000,0.019000000000000
241,sin,0.001000000000000,0.000000000000000,0.000999999833333
242,sin,0.011000000000000,0.000000000000000,0.010999778168009
243,sqrt,0.021000000000000,0.000000000000000,0.144913767461894
244,sqrt,0.017000000000000,0.000000000000000,0.130384048104053
245,pow,0.004000000000000,1.000000000000000,0.004000000000000
246,sqrt,0.005000000000000,0.000000000000000,0.070710678118655
247,pow,0.028000000000000,2.000000000000000,0.000784000000000
248,sqrt,0.000000000000000,0.000000000000000,0.000000000000000
249,pow,0.034000000000000,1.000000000000000,0.034000000000000
250,sqrt,0.020000000000000,0.000000000000000,0.141421356237310
251,sqrt,0.024000000000000,0.000000000000000,0.154919333848297
252,sin,0.040000000000000,0.000000000000000,0.039989334186634
253,sqrt,0.046000000000000,0.000000000000000,0.214476105895272
254,sin,0.031000000000000,0.000000000000000,0.030995035071904
255,sqrt,0.030000000000000,0.000000000000000,0.173205080756888
256,pow,0.022000000000000,2.000000000000000,0.000484000000000
257,sqrt,0.042000000000000,0.000000000000000,0.204939015319192
258,pow,0.022000000000000,2.000000000000000,0.000484000000000
259,pow,0.025000000000000,0.000000000000000,1.000000000000000
260,sin,0.034000000000000,0.000000000000000,0.033993449711951
261,sin,0.040000000000000,0.000000000000000,0.039989334186634
262,pow,0.022000000000000,1.000000000000000,0.022000000000000
263,pow,0.048000000000000,2.000000000000000,0.002304000000000
264,sqrt,0.000000000000000,0.000000000000000,0.000000000000000
265,pow,0.048000000000000,2.000000000000000,0.002304000000000
266,sqrt,0.024000000000000,0.000000000000000,0.154919333848297
267,sin,0.042000000000000,0.000000000000000,0.041987653089048
268,sin,0.031000000000000,0.000000000000000,0.030995035071904
269,sin,0.036000000000000,0.000000000000000,0.035992224503869
270,sqrt,0.019000000000000,0.000000000000000,0.137840487520902
271,sin,0.032000000000000,0.000000000000000,0.031994538946280
272,sqrt,0.005000000000000,0.000000000000000,0.070710678118655
273,pow,0.040000000000000,2.000000000000000,0.001600000000000
274,sqrt,0.004000000000000,0.000000000000000,0.063245553203368
275,sin,0.044000000000000,0.000000000000000,0.043985804040905
276,sqrt,0.023000000000000,0.000000000000000,0.151657508881031
277,sin,0.026000000000000,0.000000000000000,0.025997070765677
278,pow,0.029000000000000,2.000000000000000,0.000841000000000
279,sin,0.005000000000000,0.000000000000000,0.004999979166693
280,pow,0.010000000000000,1.000000000000000,0.010000000000000
281,sqrt,0.000000000000000,0.000000000000000,0.000000000000000
282,pow,0.034000000000000,1.000000000000000,0.034000000000000
283,sqrt,0.005000000000000,0.000000000000000,0.070710678118655
284,sin,0.029000000000000,0.000000000000000,0.028995935337589
285,sin,0.004000000000000,0.000000000000000,0.003999989333342
286,sqrt,0.013000000000000,0.000000000000000,0.114017542509914
287,sin,0.011000000000000,0.000000000000000,0.010999778168009
288,sqrt,0.004000000000000,0.000000000000000,0.063245553203368
289,sin,0.026000000000000,0.000000000000000,0.025997070765677
290,pow,0.021000000000000,1.000000000000000,0.021000000000000
291,sin,0.044000000000000,0.000000000000000,0.043985804040905
292,pow,0.002000000000000,1.000000000000000,0.002000000000000
293,sqrt,0.009000000000000,0.000000000000000,0.094868329805051
294,sin,0.006000000000000,0.000000000000000,0.005999964000065
295,sqrt,0.042000000000000,0.000000000000000,0.204939015319192
296,sin,0.018000000000000,0.000000000000000,0.017999028015746
297,pow,0.034000000000000,1.000000000000000,0.034000000000000
298,sin,0.039000000000000,0.000000000000000,0.038990114251841
299,sin,0.022000000000000,0.000000000000000,0.021998225376280
300,sqrt,0.028000000000000,0.000000000000000,0.167332005306815
301,sin,0.048000000000000,0.000000000000000,0.047981570123250
302,pow,0.008000000000000,0.000000000000000,1.000000000000000
303,sqrt,0.036000000000000,0.000000000000000,0.189736659610103
304,pow,0.003000000000000,2.000000000000000,0.000009000000000
305,sqrt,0.003000000000000,0.000000000000000,0.054772255750517
306,pow,0.033000000000000,1.000000000000000,0.033000000000000
307,sqrt,0.048000000000000,0.000000000000000,0.219089023002066
308,pow,0.040000000000000,0.000000000000000,1.000000000000000
309,pow,0.017000000000000,0.000000000000000,1.000000000000000
310,sqrt,0.018000000000000,0.000000000000000,0.134164078649987
311,sin,0.008000000000000,0.000000000000000,0.007999914666940
312,pow,0.029000000000000,2.000000000000000,0.000841000000000
313,sqrt,0.046000000000000,0.000000000000000,0.214476105895272
314,sin,0.038000000000000,0.000000000000000,0.037990855326937
315,pow,0.047000000000000,2.000000000000000,0.002209000000000
316,sqrt,0.040000000000000,0.000000000000000,0.200000000000000
317,pow,0.033000000000000,0.000000000000000,1.000000000000000
318,sqrt,0.047000000000000,0.000000000000000,0.216794833886788
319,pow,0.003000000000000,1.000000000000000,0.003000000000000
320,sin,0.003000000000000,0.000000000000000,0.002999995500002
321,sqrt,0.036000000000000,0.000000000000000,0.189736659610103
322,pow,0.025000000000000,2.000000000000000,0.000625000000000
323,sqrt,0.025000000000000,0.000000000000000,0.158113883008419
324,pow,0.038000000000000,0.000000000000000,1.000000000000000
325,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
326,pow,0.036000000000000,0.000000000000000,1.000000000000000
327,sqrt,0.014000000000000,0.000000000000000,0.118321595661992
328,sin,0.046000000000000,0.000000000000000,0.045983779049605
329,pow,0.021000000000000,0.000000000000000,1.000000000000000
330,pow,0.028000000000000,1.000000000000000,0.028000000000000
